,id,name,team,overall,value_eur,player_positions,team_position,ST,LW,RW,CAM,LM,RM,CDM,LB,CB,RB,Overall attacking,Overall defending
175,212188,T. Werner,RB Leipzig,83,34500000,ST,LS,82+3,81+3,81+3,78+3,79+3,79+3,55+3,57+3,49+3,57+3,78.6,26.0
176,213565,T. Lemar,Atlético Madrid,83,34000000,"LM, CAM, RM",LM,76+3,82+3,82+3,82+3,82+3,82+3,71+3,71+3,64+3,71+3,74.4,59.0
177,220793,D. Sánchez,Tottenham Hotspur,83,30500000,CB,SUB,60+2,58+2,58+2,61+2,61+2,61+2,77+2,75+2,81+2,75+2,52.0,84.0
178,220834,Marco Asensio,Real Madrid,83,34000000,"LW, RW",SUB,78+3,82+3,82+3,82+3,82+3,82+3,63+3,62+3,52+3,62+3,75.6,40.3
179,200458,L. Digne,Everton,83,28500000,LB,LB,74+2,77+2,77+2,76+2,78+2,78+2,79+2,81+2,79+2,81+2,73.0,81.7
180,202166,J. Draxler,Paris Saint-Germain,83,32500000,"CAM, CM, LW",SUB,78+3,82+3,82+3,82+3,81+3,81+3,68+3,67+3,61+3,67+3,77.2,49.0
181,204935,J. Pickford,Everton,83,24000000,GK,GK,,,,,,,,,,,25.2,17.7
182,208418,Y. Carrasco,Dalian YiFang FC,83,32500000,LM,LM,78+3,82+3,82+3,80+3,81+3,81+3,57+3,58+3,49+3,58+3,70.8,39.3
183,224179,Borja Iglesias,Real Betis,83,32500000,ST,ST,80+2,74+2,74+2,75+2,72+2,72+2,56+2,50+2,51+2,50+2,72.0,27.0
184,192984,K. Casteels,VfL Wolfsburg,83,22000000,GK,GK,,,,,,,,,,,18.4,15.7
185,198717,W. Zaha,Crystal Palace,83,32000000,"CF, LM, LW",LS,77+2,82+2,82+2,80+2,81+2,81+2,55+2,55+2,45+2,55+2,68.4,26.3
186,200454,Paco Alcácer,Borussia Dortmund,83,32000000,ST,ST,81+2,78+2,78+2,78+2,75+2,75+2,53+2,53+2,49+2,53+2,76.2,30.3
187,201153,Morata,Atlético Madrid,83,32000000,ST,LS,81+3,79+3,79+3,78+3,77+3,77+3,52+3,53+3,48+3,53+3,79.6,23.7
188,205693,S. Haller,West Ham United,83,32000000,ST,ST,81+2,74+2,74+2,76+2,72+2,72+2,62+2,61+2,63+2,61+2,73.8,51.7
189,207566,William Carvalho,Real Betis,83,27500000,"CDM, CM",CDM,66+3,67+3,67+3,71+3,70+3,70+3,80+3,73+3,78+3,73+3,65.0,77.3
190,212404,F. Bernardeschi,Juventus,83,31500000,"RM, CAM",SUB,76+2,82+2,82+2,82+2,81+2,81+2,70+2,70+2,62+2,70+2,72.6,56.7
191,217940,D. Djené,Getafe CF,83,27000000,CB,RCB,58+2,58+2,58+2,58+2,61+2,61+2,76+2,77+2,81+2,77+2,52.8,83.3
192,188152,Oscar,Shanghai SIPG FC,83,29500000,"CAM, CM",RCM,74+3,79+3,79+3,81+3,80+3,80+3,66+3,65+3,55+3,65+3,72.4,55.0
193,188943,K. Trapp,Eintracht Frankfurt,83,21500000,GK,GK,,,,,,,,,,,14.8,13.0
194,198141,Bartra,Real Betis,83,25500000,CB,RCB,69+3,70+3,70+3,73+3,71+3,71+3,80+3,77+3,80+3,77+3,63.4,81.3
195,198950,Pablo Sarabia,Paris Saint-Germain,83,29500000,"CAM, CM, RM",SUB,76+2,81+2,81+2,81+2,81+2,81+2,68+2,67+2,58+2,67+2,74.0,54.3
196,199987,J. Cillessen,Valencia CF,83,20000000,GK,GK,,,,,,,,,,,21.6,13.7
197,200949,Lucas Moura,Tottenham Hotspur,83,31000000,"CF, RM, LM",SUB,77+3,83+3,83+3,81+3,81+3,81+3,62+3,62+3,53+3,62+3,71.2,39.3
198,204970,F. Thauvin,Olympique de Marseille,83,30500000,"RW, RM",RW,80+2,82+2,82+2,82+2,82+2,82+2,62+2,61+2,53+2,61+2,78.4,35.3
199,205498,Jorginho,Chelsea,83,29000000,"CM, CDM",CDM,68+2,74+2,74+2,78+2,76+2,76+2,79+2,73+2,71+2,73+2,69.6,69.7
200,1179,G. Buffon,Juventus,83,2600000,GK,SUB,,,,,,,,,,,19.0,11.7
201,5479,Casillas,FC Porto,83,2600000,GK,RES,,,,,,,,,,,17.0,16.0
202,104389,R. Jarstein,Hertha BSC,83,11500000,GK,GK,,,,,,,,,,,19.4,12.0
203,139720,V. Kompany,RSC Anderlecht,83,12000000,CB,LCB,61+3,59+3,59+3,61+3,61+3,61+3,76+3,73+3,81+3,73+3,61.6,83.7
204,157481,Raúl Albiol,Villarreal CF,83,12000000,CB,RCB,55+3,53+3,53+3,58+3,55+3,55+3,77+3,71+3,82+3,71+3,49.4,87.0
205,159261,F. Quagliarella,Sampdoria,83,9500000,ST,ST,82+2,79+2,79+2,80+2,77+2,77+2,54+2,50+2,45+2,50+2,78.2,23.7
206,163587,K. Schmeichel,Leicester City,83,15500000,GK,GK,,,,,,,,,,,21.0,13.7
207,167397,Falcao,AS Monaco,83,16500000,ST,LS,81+3,75+3,75+3,76+3,73+3,73+3,59+3,54+3,56+3,54+3,78.2,33.3
208,168609,Miranda,Jiangsu Suning FC,83,9500000,CB,RCB,61+3,60+3,60+3,62+3,62+3,62+3,76+3,74+3,81+3,74+3,58.4,84.3
209,169416,C. Vela,Los Angeles FC,83,24500000,"RW, LW, CAM",RW,80+3,82+3,82+3,82+3,81+3,81+3,56+3,54+3,46+3,54+3,78.6,22.3
210,170481,E. Garay,Valencia CF,83,16500000,CB,RCB,62+3,59+3,59+3,61+3,60+3,60+3,76+3,72+3,80+3,72+3,62.8,82.7
211,178005,Rui Patrício,Wolverhampton Wanderers,83,16500000,GK,GK,,,,,,,,,,,16.6,12.7
212,178518,R. Nainggolan,Cagliari,83,22500000,"CAM, CM",CAM,78+3,79+3,79+3,81+3,80+3,80+3,84+3,82+3,81+3,82+3,73.2,86.3
213,178562,E. Banega,Sevilla FC,83,19500000,"CDM, CM, CAM",RCM,72+3,77+3,77+3,79+3,78+3,78+3,80+3,76+3,75+3,76+3,70.8,79.0
214,179844,Diego Costa,Atlético Madrid,83,25000000,ST,SUB,81+3,75+3,75+3,74+3,74+3,74+3,60+3,58+3,60+3,58+3,76.0,42.3
215,179846,S. Khedira,Juventus,83,19500000,"CM, CDM",RES,75+3,74+3,74+3,77+3,74+3,74+3,81+3,75+3,80+3,75+3,75.8,78.7
216,179944,David Luiz,Arsenal,83,16500000,CB,LCB,68+3,67+3,67+3,69+3,68+3,68+3,79+3,75+3,80+3,75+3,68.8,81.0
217,183574,M. Kruse,Fenerbahçe SK,83,23500000,"CF, ST, CAM",CAM,79+2,81+2,81+2,82+2,81+2,81+2,64+2,59+2,54+2,59+2,78.6,41.3
218,183711,J. Henderson,Liverpool,83,22000000,"CDM, CM",RCM,73+2,76+2,76+2,77+2,78+2,78+2,81+2,78+2,77+2,78+2,73.8,78.3
219,184484,G. Sigurðsson,Everton,83,25500000,CAM,CAM,75+3,78+3,78+3,80+3,79+3,79+3,70+3,67+3,61+3,67+3,76.8,56.3
220,186561,A. Ramsey,Juventus,83,25500000,"CM, CAM",SUB,76+3,78+3,78+3,80+3,79+3,79+3,76+3,73+3,70+3,73+3,74.2,69.3
221,190584,Illarramendi,Real Sociedad,83,22000000,"CDM, CM",RCM,71+2,75+2,75+2,79+2,76+2,76+2,82+2,76+2,76+2,76+2,66.8,82.0
222,190815,D. Blind,Ajax,83,22000000,"CDM, CB, LB",LDM,70+3,72+3,72+3,74+3,74+3,74+3,81+3,78+3,79+3,78+3,73.2,81.7
223,190941,L. Hrádecký,Bayer 04 Leverkusen,83,18500000,GK,GK,,,,,,,,,,,11.4,11.0
224,192366,N. Otamendi,Manchester City,83,19000000,CB,SUB,63+3,59+3,59+3,61+3,60+3,60+3,77+3,73+3,81+3,73+3,64.4,83.0
225,193082,J. Cuadrado,Juventus,83,22500000,"RM, RW",SUB,75+3,81+3,81+3,80+3,81+3,81+3,72+3,74+3,68+3,74+3,70.2,69.0
226,193474,I. Gueye,Paris Saint-Germain,83,22000000,CDM,SUB,68+2,70+2,70+2,72+2,72+2,72+2,82+2,80+2,82+2,80+2,58.0,85.7
227,195365,K. Kampl,RB Leipzig,83,25500000,"CM, CAM, CDM",CM,69+2,78+2,78+2,80+2,79+2,79+2,74+2,72+2,63+2,72+2,64.2,62.7
228,198329,Rodrigo,Valencia CF,83,27000000,ST,LS,81+2,81+2,81+2,80+2,79+2,79+2,59+2,61+2,55+2,61+2,77.8,41.7
229,199042,C. Aránguiz,Bayer 04 Leverkusen,83,24000000,"CM, CDM",LCM,72+2,77+2,77+2,79+2,78+2,78+2,80+2,76+2,73+2,76+2,70.0,74.0
230,199451,W. Ben Yedder,AS Monaco,83,27000000,ST,RS,82+2,83+2,83+2,82+2,81+2,81+2,58+2,58+2,51+2,58+2,79.8,31.0
231,199845,F. Acerbi,Lazio,83,19000000,CB,CB,58+2,55+2,55+2,61+2,59+2,59+2,80+2,74+2,82+2,74+2,51.2,86.0
232,200888,Danilo Pereira,FC Porto,83,24000000,"CDM, CM",LCM,71+3,69+3,69+3,73+3,72+3,72+3,81+3,75+3,80+3,75+3,66.0,79.3
233,216354,A. Kramarić,TSG 1899 Hoffenheim,83,27000000,"ST, CAM, LW",LS,80+2,81+2,81+2,80+2,78+2,78+2,54+2,53+2,47+2,53+2,79.0,27.0
234,230294,Louri Beretta,Atlético Mineiro,83,27500000,"ST, CF",ST,81+2,74+2,74+2,73+2,71+2,71+2,51+2,51+2,51+2,51+2,75.8,25.7
235,230375,Josué Chiamulera,Grêmio,83,23500000,CB,RCB,59+2,59+2,59+2,59+2,61+2,61+2,76+2,77+2,81+2,77+2,55.8,84.7
236,230481,Ronaldo Cabrais,Grêmio,83,27000000,"RW, CAM",RM,78+2,82+2,82+2,82+2,83+2,83+2,61+2,60+2,50+2,60+2,76.0,30.7
237,230142,Oyarzabal,Real Sociedad,82,31000000,"LW, LM, RW",LW,76+2,81+2,81+2,81+2,80+2,80+2,59+2,58+2,48+2,58+2,71.4,39.0
238,229906,L. Bailey,Bayer 04 Leverkusen,82,30500000,"LW, RW",LM,76+2,81+2,81+2,80+2,80+2,80+2,55+2,55+2,46+2,55+2,72.0,30.0
239,230666,Gabriel Jesus,Manchester City,82,31000000,ST,SUB,81+2,81+2,81+2,81+2,80+2,80+2,58+2,57+2,51+2,57+2,74.6,31.7
240,207410,M. Kovačić,Chelsea,82,29000000,CM,SUB,71+3,78+3,78+3,80+3,79+3,79+3,77+3,72+3,68+3,72+3,68.0,68.3
241,208596,A. Belotti,Torino,82,30000000,ST,ST,80+3,73+3,73+3,72+3,70+3,70+3,54+3,54+3,55+3,54+3,72.8,36.7
242,212151,T. Strakosha,Lazio,82,22000000,GK,GK,,,,,,,,,,,16.8,16.7
243,220971,N. Keïta,Liverpool,82,29000000,"CM, CDM",SUB,73+2,79+2,79+2,81+2,78+2,78+2,75+2,70+2,66+2,70+2,66.8,64.7
244,223959,L. Torreira,Arsenal,82,27000000,"CDM, CM",RDM,71+2,75+2,75+2,76+2,76+2,76+2,81+2,79+2,77+2,79+2,68.4,81.7
245,224293,Rúben Neves,Wolverhampton Wanderers,82,29000000,CM,CM,70+2,74+2,74+2,77+2,75+2,75+2,78+2,72+2,71+2,72+2,72.0,70.7
246,225850,P. Kimpembe,Paris Saint-Germain,82,26500000,CB,SUB,58+2,61+2,61+2,63+2,65+2,65+2,79+2,77+2,80+2,77+2,56.8,80.3
247,225953,S. Bergwijn,PSV,82,30000000,"RW, CAM, LW",CAM,78+2,81+2,81+2,80+2,81+2,81+2,59+2,59+2,52+2,59+2,71.6,36.3
248,226753,A. Onana,Ajax,82,22000000,GK,GK,,,,,,,,,,,18.6,14.7
249,227928,Nélson Semedo,FC Barcelona,82,26000000,RB,RB,69+2,75+2,75+2,73+2,76+2,76+2,77+2,80+2,76+2,80+2,60.4,79.3
250,193105,A. Areola,Paris Saint-Germain,82,21000000,GK,GK,,,,,,,,,,,23.4,14.3
251,198009,M. Perin,Juventus,82,21000000,GK,SUB,,,,,,,,,,,17.2,17.0
252,211320,D. Rugani,Juventus,82,26000000,CB,RES,55+2,55+2,55+2,57+2,57+2,57+2,75+2,73+2,81+2,73+2,52.2,84.7
253,214997,A. Correa,Atlético Madrid,82,29000000,"RM, ST",SUB,80+2,82+2,82+2,82+2,80+2,80+2,65+2,65+2,59+2,65+2,75.8,51.7
254,216201,Iñaki Williams,Athletic Club de Bilbao,82,29000000,"ST, RW",RW,81+2,81+2,81+2,78+2,80+2,80+2,58+2,59+2,55+2,59+2,76.0,40.3
255,221992,H. Lozano,PSV,82,29000000,"RW, LW",RW,76+3,81+3,81+3,79+3,80+3,80+3,60+3,61+3,51+3,61+3,71.4,35.3
256,227055,Gelson Martins,AS Monaco,82,29000000,"RM, RW",RM,74+3,81+3,81+3,79+3,80+3,80+3,61+3,64+3,53+3,64+3,70.2,45.3
257,200726,B. Lecomte,AS Monaco,82,20000000,GK,GK,,,,,,,,,,,12.2,13.3
258,209989,T. Partey,Atlético Madrid,82,27000000,"CM, CDM, RM",RCM,75+2,75+2,75+2,78+2,77+2,77+2,81+2,78+2,79+2,78+2,67.8,81.0
259,211748,K. Demirbay,Bayer 04 Leverkusen,82,27500000,CM,LF,74+2,79+2,79+2,81+2,79+2,79+2,74+2,69+2,66+2,69+2,67.2,61.7
260,197061,J. Matip,Liverpool,82,23000000,CB,SUB,61+2,61+2,61+2,65+2,65+2,65+2,78+2,74+2,80+2,74+2,59.8,82.3
261,202651,Suso,Milan,82,27000000,"RW, CF",RS,74+3,82+3,82+3,82+3,81+3,81+3,56+3,54+3,42+3,54+3,72.4,30.3
262,204639,S. Savić,Atlético Madrid,82,22500000,CB,SUB,53+2,50+2,50+2,54+2,53+2,53+2,74+2,71+2,81+2,71+2,50.6,84.0
263,205452,A. Rüdiger,Chelsea,82,24000000,CB,SUB,60+2,60+2,60+2,61+2,63+2,63+2,76+2,76+2,81+2,76+2,58.0,83.0
264,209960,Pacheco,Deportivo Alavés,82,18500000,GK,GK,,,,,,,,,,,16.2,15.3
265,210243,Ricardo Pereira,Leicester City,82,23500000,"RB, RM",RB,72+3,77+3,77+3,77+3,79+3,79+3,79+3,80+3,76+3,80+3,68.2,79.7
266,211256,N. Tagliafico,Ajax,82,23500000,LB,LB,70+2,73+2,73+2,72+2,75+2,75+2,78+2,80+2,79+2,80+2,66.6,80.0
267,223952,David Soria,Getafe CF,82,19500000,GK,GK,,,,,,,,,,,20.2,16.0
268,178750,Sergio Asenjo,Villarreal CF,82,17000000,GK,GK,,,,,,,,,,,21.0,17.7
269,189575,Muniain,Athletic Club de Bilbao,82,26000000,"CAM, LW",LW,72+2,81+2,81+2,81+2,80+2,80+2,65+2,63+2,55+2,63+2,67.4,50.3
270,192318,M. Götze,Borussia Dortmund,82,26000000,"CF, CAM, CM",SUB,77+3,82+3,82+3,84+3,83+3,83+3,72+3,69+3,62+3,69+3,76.8,55.0
271,193283,T. Delaney,Borussia Dortmund,82,23000000,"CDM, CM",SUB,76+2,74+2,74+2,75+2,75+2,75+2,81+2,81+2,82+2,81+2,73.0,83.7
272,193698,O. Baumann,TSG 1899 Hoffenheim,82,18000000,GK,GK,,,,,,,,,,,16.4,15.7
273,195093,Willian José,Real Sociedad,82,26000000,ST,ST,81+2,75+2,75+2,77+2,73+2,73+2,58+2,54+2,56+2,54+2,74.0,34.0
274,199564,Sergi Roberto,FC Barcelona,82,22000000,"RB, RM, CM",SUB,71+3,76+3,76+3,77+3,79+3,79+3,79+3,79+3,75+3,79+3,70.4,77.3
275,200536,N. Schulz,Borussia Dortmund,82,22500000,"LWB, LM, LB",LB,68+2,76+2,76+2,75+2,78+2,78+2,76+2,78+2,74+2,78+2,62.8,76.7
276,200610,K. Volland,Bayer 04 Leverkusen,82,26500000,"ST, RW, LW",ST,80+2,79+2,79+2,79+2,79+2,79+2,63+2,60+2,56+2,60+2,79.0,35.0
277,200724,Nacho Fernández,Real Madrid,82,21000000,"CB, LB, RB",SUB,57+2,60+2,60+2,60+2,64+2,64+2,76+2,78+2,80+2,78+2,59.6,82.0
278,201305,Gabriel Paulista,Valencia CF,82,21500000,CB,LCB,62+2,63+2,63+2,64+2,66+2,66+2,78+2,77+2,81+2,77+2,62.8,82.7
279,202562,J. Roussillon,VfL Wolfsburg,82,22500000,LB,LM,73+2,77+2,77+2,76+2,78+2,78+2,78+2,80+2,77+2,80+2,71.0,79.3
280,203263,H. Maguire,Manchester United,82,23000000,CB,LCB,66+2,62+2,62+2,66+2,64+2,64+2,78+2,72+2,81+2,72+2,60.4,81.0
281,203486,T. Hazard,Borussia Dortmund,82,26000000,"RM, LM, CF",LM,74+2,82+2,82+2,81+2,81+2,81+2,66+2,65+2,54+2,65+2,70.4,44.7
282,208448,E. Forsberg,RB Leipzig,82,25500000,"CAM, LM",LCM,72+2,79+2,79+2,80+2,79+2,79+2,59+2,55+2,46+2,55+2,70.2,26.0
283,208574,F. Kostić,Eintracht Frankfurt,82,26000000,"LM, LWB",LM,75+2,80+2,80+2,78+2,80+2,80+2,73+2,75+2,69+2,75+2,70.8,69.7
284,216409,M. Politano,Inter,82,26500000,"RM, ST",SUB,73+2,81+2,81+2,80+2,80+2,80+2,61+2,60+2,48+2,60+2,70.0,40.3
285,216547,Rafa,SL Benfica,82,26000000,"LM, RM",LM,74+2,81+2,81+2,80+2,81+2,81+2,63+2,65+2,53+2,65+2,68.0,46.0
286,24630,Pepe Reina,Milan,82,3700000,GK,SUB,,,,,,,,,,,13.6,22.0
287,53302,D. De Rossi,Boca Juniors,82,7000000,CDM,LCM,67+3,65+3,65+3,69+3,67+3,67+3,81+3,76+3,82+3,76+3,68.6,84.0
288,106231,Aduriz,Athletic Club de Bilbao,82,8000000,ST,ST,81+3,74+3,74+3,75+3,71+3,71+3,58+3,56+3,61+3,56+3,76.2,50.3
289,146536,Jesús Navas,Sevilla FC,82,13500000,"RM, RB",RB,73+2,80+2,80+2,79+2,80+2,80+2,73+2,75+2,66+2,75+2,72.0,69.0
290,146562,Santi Cazorla,Villarreal CF,82,11000000,"CM, CDM, LM",CAM,72+3,77+3,77+3,80+3,77+3,77+3,72+3,68+3,65+3,68+3,74.6,63.0
291,156519,H. Herrera,Atlético Madrid,82,21500000,CM,SUB,75+3,75+3,75+3,77+3,76+3,76+3,80+3,76+3,76+3,76+3,67.4,76.7
292,158963,L. Biglia,Milan,82,11000000,"CDM, CM",CM,65+3,71+3,71+3,74+3,72+3,72+3,80+3,74+3,74+3,74+3,68.4,77.3
293,164835,L. Fabiański,West Ham United,82,9500000,GK,GK,,,,,,,,,,,15.0,13.0
294,168354,E. Viviano,Sporting CP,82,12000000,GK,RES,,,,,,,,,,,18.2,16.3
295,178088,Juan Mata,Manchester United,82,19500000,"CAM, RM",SUB,72+3,78+3,78+3,80+3,79+3,79+3,59+3,55+3,45+3,55+3,73.4,30.0
296,178509,O. Giroud,Chelsea,82,17500000,ST,SUB,79+3,72+3,72+3,74+3,71+3,71+3,59+3,52+3,57+3,52+3,80.0,31.3
297,179645,S. Kjær,Sevilla FC,82,18000000,CB,RCB,61+3,56+3,56+3,58+3,59+3,59+3,75+3,73+3,79+3,73+3,59.8,80.7
298,180403,Willian,Chelsea,82,21000000,"RW, LW",SUB,74+3,81+3,81+3,81+3,81+3,81+3,66+3,65+3,54+3,65+3,64.6,50.3
299,181786,V. Ćorluka,Lokomotiv Moscow,82,10500000,CB,LCB,61+3,61+3,61+3,61+3,63+3,63+3,74+3,74+3,79+3,74+3,60.2,81.3
300,184200,M. Arnautović,Shanghai SIPG FC,82,21500000,ST,ST,80+3,80+3,80+3,79+3,80+3,80+3,65+3,62+3,60+3,62+3,77.4,43.3
301,184941,A. Sánchez,Manchester United,82,21000000,"LW, LM",SUB,78+3,80+3,80+3,80+3,79+3,79+3,62+3,60+3,56+3,60+3,76.0,39.0
302,184942,Giuliano,Al Nassr,82,21500000,CAM,CAM,77+2,80+2,80+2,81+2,80+2,80+2,65+2,62+2,56+2,62+2,72.0,43.3
303,185103,A. Kolarov,Roma,82,10000000,LB,LB,76+2,76+2,76+2,76+2,77+2,77+2,80+2,80+2,80+2,80+2,74.4,82.0
304,186627,M. Balotelli,Brescia,82,23000000,ST,RS,78+3,77+3,77+3,77+3,75+3,75+3,53+3,49+3,45+3,49+3,74.2,17.3
305,187754,Marlos,Shakhtar Donetsk,82,19500000,"RM, CAM",RAM,77+2,82+2,82+2,82+2,81+2,81+2,65+2,63+2,56+2,63+2,71.4,43.7
306,188803,Taison,Shakhtar Donetsk,82,19500000,"CAM, LM",LAM,77+2,81+2,81+2,81+2,81+2,81+2,64+2,64+2,55+2,64+2,72.8,43.7
307,189068,B. Dost,Sporting CP,82,21500000,ST,SUB,79+3,67+3,67+3,70+3,66+3,66+3,56+3,51+3,57+3,51+3,74.6,36.3
308,189125,G. Bonaventura,Milan,82,21500000,"CM, LW",SUB,77+3,79+3,79+3,80+3,80+3,80+3,76+3,75+3,72+3,75+3,76.8,71.3
309,189505,Pedro,Chelsea,82,19500000,"RW, LW",RW,75+3,80+3,80+3,80+3,79+3,79+3,61+3,59+3,50+3,59+3,72.2,37.3
310,189805,L. de Jong,Sevilla FC,82,23000000,ST,ST,79+2,71+2,71+2,73+2,72+2,72+2,62+2,59+2,60+2,59+2,80.6,46.0
311,190813,S. El Shaarawy,Shanghai Greenland Shenhua FC,82,24000000,LW,LW,76+3,80+3,80+3,78+3,78+3,78+3,57+3,57+3,49+3,57+3,72.6,38.0
312,191740,Ander Herrera,Paris Saint-Germain,82,21500000,"CM, CDM",LCM,74+3,76+3,76+3,78+3,77+3,77+3,83+3,80+3,79+3,80+3,70.4,81.7
313,193348,X. Shaqiri,Liverpool,82,23000000,"RW, RM",SUB,75+3,80+3,80+3,81+3,80+3,80+3,66+3,63+3,55+3,63+3,70.6,44.0
314,193525,Mário Fernandes,PFC CSKA Moscow,82,19000000,"RWB, RM",RM,72+2,75+2,75+2,75+2,77+2,77+2,79+2,80+2,79+2,80+2,67.2,83.0
315,197655,S. Coates,Sporting CP,82,19500000,CB,RCB,58+3,53+3,53+3,59+3,57+3,57+3,76+3,70+3,80+3,70+3,49.6,84.7
316,198951,C. Bakambu,Beijing Sinobo Guoan FC,82,23000000,ST,RS,81+2,80+2,80+2,79+2,79+2,79+2,58+2,57+2,51+2,57+2,76.8,27.3
317,202371,T. Meunier,Paris Saint-Germain,82,20000000,"RB, RM",SUB,77+2,77+2,77+2,77+2,78+2,78+2,79+2,80+2,78+2,80+2,78.2,79.0
318,202857,K. Bellarabi,Bayer 04 Leverkusen,82,21500000,RW,SUB,76+3,81+3,81+3,80+3,80+3,80+3,58+3,58+3,50+3,58+3,70.0,31.7
319,207494,J. Lingard,Manchester United,82,24000000,"CAM, RW",CAM,78+2,80+2,80+2,80+2,80+2,80+2,68+2,68+2,63+2,68+2,74.6,56.3
320,208808,Q. Promes,Ajax,82,23000000,"LW, RW",SUB,77+2,82+2,82+2,81+2,81+2,81+2,60+2,61+2,52+2,61+2,73.6,37.7
321,208830,J. Vardy,Leicester City,82,17500000,ST,ST,80+3,76+3,76+3,74+3,75+3,75+3,62+3,65+3,63+3,65+3,75.8,53.0
322,215333,D. Zapata,Atalanta,82,23000000,ST,LS,81+2,72+2,72+2,72+2,70+2,70+2,52+2,50+2,53+2,50+2,72.2,32.7
323,216475,Morales,Levante UD,82,20000000,"ST, LM",LW,80+2,83+2,83+2,81+2,82+2,82+2,67+2,69+2,62+2,69+2,76.2,54.0
324,230168,Raphaelito Anjos,Grêmio,82,14000000,GK,GK,,,,,,,,,,,11.0,16.7
325,230225,Juiano Mestres,Cruzeiro,82,6500000,"CB, CDM",RCB,66+2,60+2,60+2,61+2,61+2,61+2,73+2,74+2,80+2,74+2,61.8,82.0
326,230258,Rosberto Dourado,Atlético Mineiro,82,17000000,"CDM, CM, CAM",RDM,67+2,71+2,71+2,73+2,74+2,74+2,80+2,80+2,78+2,80+2,64.6,83.0
327,245309,E. Schetino,Uruguay,82,0,CB,,59+2,59+2,59+2,60+2,61+2,61+2,76+2,76+2,80+2,76+2,55.8,81.7
328,245313,J. Sildero,Uruguay,82,0,"CAM, RM",,77+2,80+2,80+2,81+2,80+2,80+2,62+2,59+2,52+2,59+2,74.4,36.0
329,231478,L. Martínez,Inter,81,27000000,ST,RS,80+2,77+2,77+2,78+2,76+2,76+2,59+2,55+2,55+2,55+2,72.2,34.3
330,234906,H. Aouar,Olympique Lyonnais,81,26000000,CM,LCM,73+2,79+2,79+2,80+2,79+2,79+2,74+2,71+2,67+2,71+2,70.6,65.3
331,235569,T. Ndombele,Tottenham Hotspur,81,26000000,"CM, CDM",LDM,73+2,78+2,78+2,80+2,79+2,79+2,78+2,75+2,73+2,75+2,65.0,70.3
332,240130,Éder Militão,Real Madrid,81,23000000,"CB, RB",SUB,65+2,67+2,67+2,66+2,70+2,70+2,76+2,78+2,79+2,78+2,60.0,81.0
333,205659,A. Cragno,Cagliari,81,18000000,GK,GK,,,,,,,,,,,15.6,14.3
334,221363,D. van de Beek,Ajax,81,24500000,"CAM, CM",CAM,78+2,78+2,78+2,80+2,78+2,78+2,77+2,74+2,73+2,74+2,74.2,70.0
335,221660,V. Lindelöf,Manchester United,81,22000000,CB,RCB,65+2,67+2,67+2,69+2,69+2,69+2,79+2,77+2,80+2,77+2,60.0,81.3
336,222509,Dani Ceballos,Arsenal,81,24000000,"CM, LM, CDM",SUB,70+2,78+2,78+2,79+2,78+2,78+2,76+2,73+2,68+2,73+2,65.6,70.3
337,226456,Pablo Fornals,West Ham United,81,24500000,"CAM, CM, LM",SUB,73+2,77+2,77+2,79+2,77+2,77+2,76+2,73+2,70+2,73+2,71.0,73.0
338,208333,E. Can,Juventus,81,23000000,"CM, CDM",RCM,74+2,75+2,75+2,77+2,76+2,76+2,82+2,78+2,80+2,78+2,70.0,81.3
339,211688,Gayà,Valencia CF,81,21000000,LB,LB,69+2,77+2,77+2,76+2,78+2,78+2,78+2,79+2,73+2,79+2,66.4,79.0
340,236632,David Neres,Ajax,81,24000000,"LW, RW, CAM",LAM,75+2,80+2,80+2,81+2,80+2,80+2,59+2,57+2,48+2,57+2,67.6,34.7
341,210406,P. Zieliński,Napoli,81,22500000,"CM, LM",LM,73+3,80+3,80+3,81+3,80+3,80+3,75+3,74+3,68+3,74+3,71.2,70.7
342,215316,G. Rulli,Montpellier HSC,81,16000000,GK,GK,,,,,,,,,,,17.4,15.0
343,199503,G. Xhaka,Arsenal,81,21500000,"CM, CDM",LDM,69+3,70+3,70+3,74+3,72+3,72+3,77+3,70+3,71+3,70+3,64.6,69.0
344,201400,Rafinha,FC Barcelona,81,22000000,"CAM, CM, RW",SUB,74+2,78+2,78+2,80+2,77+2,77+2,72+2,70+2,67+2,70+2,72.2,68.7
345,201455,G. Kondogbia,Valencia CF,81,21500000,"CM, CDM",SUB,77+2,76+2,76+2,78+2,76+2,76+2,81+2,77+2,80+2,77+2,70.8,79.3
346,204923,M. Sabitzer,RB Leipzig,81,22500000,"CAM, CM",RCM,77+2,78+2,78+2,78+2,78+2,78+2,69+2,67+2,63+2,67+2,72.6,56.3
347,205988,L. Shaw,Manchester United,81,20000000,LB,LB,69+2,74+2,74+2,74+2,76+2,76+2,78+2,80+2,79+2,80+2,66.0,80.3
348,207877,J. Martínez,Atlanta United,81,22500000,ST,ST,80+2,76+2,76+2,74+2,73+2,73+2,49+2,49+2,45+2,49+2,71.6,18.3
349,208135,A. Doucouré,Watford,81,20000000,"CDM, CM",RDM,75+2,74+2,74+2,76+2,76+2,76+2,80+2,77+2,78+2,77+2,71.4,79.3
